"ID_ESCOLA","n_alunos","n_variaveis_total","n_validas","n_degeneradas","n_cor_MT","n_cor_LP"
"61425725",18,104,31,73,6,6
"61425731",17,104,30,74,9,14
"61425732",202,104,32,72,0,0
"61425733",18,104,31,73,6,13
"61425741",18,104,32,72,10,5
"61425743",20,104,31,73,18,21
"61425745",149,104,32,72,0,1
"61425749",22,104,32,72,4,6
"61425751",16,104,31,73,15,11
"61425756",37,104,31,73,4,4
"61425760",96,104,32,72,0,0
"61425764",16,104,30,74,2,1
"61425768",19,104,29,75,10,12
"61426084",23,104,31,73,6,4
"61426220",57,104,32,72,7,3
"61426237",94,104,31,73,6,3
"61426242",22,104,31,73,9,7
"61428091",153,104,32,72,0,1
"61428092",345,104,32,72,0,0
"61428094",158,104,32,72,0,0
"61428095",79,104,32,72,1,3
"61428096",106,104,32,72,2,1
"61428102",23,104,31,73,4,5
"61428103",26,104,31,73,3,4
"61428105",61,104,32,72,3,3
"61428107",65,104,32,72,2,3
"61428110",224,104,32,72,0,1
"61428113",23,104,32,72,6,7
"61428114",21,104,32,72,6,10
"61428117",79,104,32,72,1,2
"61428119",98,104,32,72,1,0
"61428121",13,104,30,74,13,16
"61428126",37,104,31,73,1,4
"61428128",112,104,32,72,0,2
"61428132",14,104,32,72,20,9
"61428134",15,104,31,73,13,17
"61428135",20,104,31,73,12,14
"61428136",12,104,29,75,13,13
"61428137",12,104,32,72,13,15
"61428138",27,104,32,72,2,5
"61428139",78,104,32,72,4,2
"61428140",24,104,32,72,3,14
"61428144",134,104,32,72,0,4
"61428145",46,104,31,73,1,3
"61428148",223,104,32,72,0,1
"61428149",62,104,32,72,0,8
"61428152",61,104,31,73,0,5
"61428603",29,104,32,72,4,9
"61428607",120,104,32,72,3,4
"61428615",69,104,31,73,3,3
"61428619",99,104,32,72,0,0
"61428623",49,104,32,72,0,0
"61428626",17,104,32,72,12,15
"61428629",14,104,30,74,16,9
"61428631",155,104,32,72,1,1
"61428634",52,104,32,72,2,1
"61428637",297,104,32,72,0,0
"61428641",67,104,32,72,1,10
"61428645",108,104,32,72,0,0
"61428646",17,104,32,72,6,15
"61428648",55,104,32,72,0,5
"61428651",12,104,30,74,19,13
"61428652",85,104,32,72,2,3
"61428653",40,104,32,72,3,8
"61428655",102,104,32,72,0,1
"61428656",95,104,32,72,1,0
"61428657",30,104,32,72,7,3
"61428659",45,104,32,72,1,2
"61428661",114,104,32,72,2,2
"61428666",52,104,30,74,1,10
"61428667",70,104,31,73,3,2
"61428671",91,104,32,72,2,1
"61428673",47,104,32,72,7,6
"61428674",40,104,32,72,11,5
"61428687",74,104,32,72,1,5
"61428693",102,104,32,72,0,3
"61428709",193,104,31,73,2,0
"61428711",96,104,31,73,0,0
"61428717",193,104,32,72,0,0
"61428718",141,104,32,72,1,2
"61428719",13,104,31,73,13,16
"61428721",208,104,32,72,0,0
"61428727",142,104,32,72,3,8
"61431432",142,104,32,72,1,1
"61431434",83,104,32,72,1,2
"61431435",158,104,32,72,0,2
"61431440",12,104,31,73,18,22
"61431442",44,104,32,72,5,6
"61431443",146,104,32,72,0,1
"61431448",62,104,32,72,0,3
"61431449",12,104,29,75,8,11
"61431450",67,104,32,72,3,4
"61431454",83,104,32,72,1,4
"61431456",147,104,32,72,1,2
"61431457",36,104,31,73,5,4
"61431460",429,104,32,72,0,0
"61431462",17,104,30,74,8,11
"61431463",76,104,32,72,1,8
"61431465",48,104,32,72,3,4
"61431468",69,104,31,73,2,1
"61431469",88,104,32,72,0,1
"61431471",12,104,31,73,16,13
"61431473",41,104,32,72,4,1
"61431477",60,104,32,72,1,2
"61431480",124,104,32,72,0,0
"61431482",53,104,32,72,0,1
"61431483",59,104,32,72,1,1
"61431485",21,104,31,73,14,7
"61431486",21,104,32,72,19,21
"61431489",107,104,32,72,1,4
"61431490",72,104,32,72,8,4
"61431496",121,104,32,72,0,0
"61431497",23,104,32,72,13,10
"61431502",13,104,32,72,9,12
"61431508",41,104,32,72,2,0
"61431513",132,104,32,72,1,2
"61431514",84,104,32,72,2,3
"61431518",42,104,32,72,2,5
"61431520",78,104,32,72,2,2
"61431521",37,104,32,72,7,4
"61431523",40,104,32,72,6,4
"61431524",97,104,32,72,4,3
"61431525",155,104,32,72,2,0
"61431527",47,104,31,73,4,9
"61431528",69,104,32,72,0,1
"61431534",26,104,32,72,2,6
"61431539",27,104,32,72,7,4
"61431542",127,104,32,72,0,1
"61431545",50,104,32,72,3,1
"61431546",15,104,29,75,6,9
"61431548",16,104,32,72,10,15
"61431549",68,104,32,72,2,0
"61431552",103,104,32,72,1,6
"61431555",137,104,32,72,0,2
"61431556",40,104,31,73,6,3
"61431564",96,104,31,73,3,2
"61431566",55,104,31,73,5,4
"61431567",21,104,32,72,4,10
"61431568",138,104,32,72,2,1
"61431571",72,104,32,72,1,3
"61431572",68,104,31,73,3,3
"61431993",154,104,32,72,0,1
"61432003",78,104,32,72,1,0
"61432020",40,104,32,72,7,11
"61432022",56,104,32,72,1,3
"61432026",84,104,32,72,7,1
"61432476",19,104,32,72,10,14
"61432477",46,104,32,72,2,4
"61432478",17,104,31,73,12,10
"61432481",14,104,32,72,21,7
"61432482",79,104,32,72,0,2
"61432484",24,104,32,72,6,8
"61432486",192,104,32,72,0,0
"61432487",172,104,32,72,1,0
"61432493",15,104,31,73,10,8
"61432494",94,104,32,72,0,1
"61432495",29,104,31,73,3,8
"61432498",55,104,32,72,3,1
"61432499",32,104,32,72,8,3
"61432501",85,104,32,72,0,2
"61432502",92,104,32,72,1,0
"61432506",59,104,32,72,0,5
"61432507",32,104,32,72,2,4
"61432508",25,104,32,72,10,8
"61432510",93,104,31,73,1,7
"61432511",31,104,32,72,3,7
"61432514",60,104,32,72,1,2
"61432515",192,104,32,72,0,0
"61432517",44,104,32,72,7,0
"61432522",39,104,31,73,3,6
"61432529",295,104,32,72,0,1
"61432531",190,104,32,72,0,0
"61432532",163,104,32,72,2,1
"61432533",385,104,32,72,0,0
"61432536",58,104,32,72,0,0
"61432539",70,104,32,72,3,5
"61432542",18,104,31,73,15,19
"61432545",24,104,32,72,10,8
"61432546",136,104,32,72,1,1
"61432547",107,104,32,72,0,1
"61432551",39,104,31,73,3,7
"61432568",17,104,32,72,7,11
"61432577",211,104,32,72,0,1
"61432579",124,104,32,72,0,0
"61432582",66,104,31,73,2,4
"61432588",18,104,32,72,9,12
"61432607",34,104,31,73,2,5
"61432614",15,104,31,73,14,11
"61432615",17,104,30,74,9,11
"61432619",85,104,32,72,1,4
"61432622",27,104,29,75,6,6
"61432900",163,104,32,72,0,1
"61432902",63,104,32,72,0,1
"61432908",60,104,31,73,1,1
"61432913",26,104,31,73,4,5
"61432914",286,104,32,72,0,0
"61432915",220,104,32,72,0,0
"61432917",70,104,32,72,2,8
"61432918",55,104,32,72,3,5
"61432920",64,104,31,73,3,1
"61432921",99,104,32,72,1,0
"61432938",302,104,32,72,0,0
"61432943",64,104,32,72,5,1
"61432944",126,104,31,73,1,2
"61432948",86,104,32,72,1,1
"61432950",42,104,32,72,4,3
"61432951",277,104,32,72,0,0
"61432958",242,104,32,72,0,1
"61432959",134,104,32,72,0,4
"61432960",39,104,32,72,8,9
"61432961",123,104,32,72,0,0
"61432962",114,104,32,72,0,1
"61432963",105,104,32,72,0,2
"61432965",117,104,32,72,0,1
"61432971",66,104,32,72,0,0
"61432972",36,104,32,72,3,1
"61432974",29,104,32,72,6,8
"61432976",21,104,32,72,9,7
"61432977",55,104,32,72,5,8
"61432980",222,104,32,72,0,1
"61432981",61,104,31,73,3,3
"61432982",23,104,32,72,14,10
"61432983",70,104,32,72,2,4
"61432986",173,104,32,72,0,0
"61432990",116,104,32,72,1,2
"61432992",39,104,32,72,4,5
"61432993",21,104,32,72,12,7
"61432996",22,104,32,72,10,8
"61432997",29,104,32,72,4,9
"61432998",21,104,32,72,4,3
"61432999",161,104,31,73,1,0
"61433000",47,104,32,72,5,1
"61433001",217,104,32,72,0,4
"61433003",107,104,32,72,0,2
"61433007",61,104,32,72,1,2
"61433008",135,104,32,72,0,0
"61433012",13,104,32,72,13,13
"61433013",166,104,32,72,0,1
"61433014",20,104,32,72,11,10
"61433016",50,104,32,72,5,8
"61433020",69,104,32,72,6,3
"61433023",39,104,32,72,4,8
"61433024",36,104,32,72,5,6
"61433025",50,104,32,72,4,3
"61433026",72,104,31,73,0,3
"61433036",131,104,32,72,0,0
"61433037",38,104,31,73,6,8
"61433038",74,104,32,72,7,1
"61433039",98,104,31,73,1,0
"61433045",14,104,30,74,15,13
"61433046",197,104,32,72,0,3
"61433047",27,104,32,72,13,5
"61433048",39,104,32,72,9,14
"61433049",80,104,32,72,1,3
"61433051",175,104,32,72,1,0
"61433052",38,104,32,72,7,3
"61433060",43,104,32,72,6,2
"61433061",172,104,32,72,2,2
"61433063",35,104,30,74,5,2
"61433066",131,104,32,72,0,0
"61433069",72,104,32,72,1,3
"61433070",98,104,32,72,0,2
"61433082",58,104,32,72,4,9
"61433373",90,104,32,72,1,2
"61433374",67,104,32,72,1,2
"61433375",55,104,31,73,6,1
"61433376",63,104,32,72,1,5
"61433379",139,104,32,72,1,1
"61433382",15,104,32,72,12,15
"61433385",31,104,32,72,4,3
"61433386",44,104,32,72,1,2
"61433389",193,104,32,72,0,0
"61433390",107,104,32,72,1,1
"61433394",104,104,32,72,0,0
"61433395",73,104,31,73,2,2
"61433396",44,104,31,73,2,1
"61433402",52,104,32,72,1,1
"61433405",65,104,32,72,2,0
"61433407",96,104,31,73,0,1
"61433408",53,104,32,72,7,4
"61433410",29,104,31,73,12,12
"61433411",101,104,32,72,3,5
"61433414",87,104,32,72,0,0
"61433416",22,104,31,73,8,3
"61433417",62,104,32,72,4,5
"61433421",35,104,32,72,12,9
"61433423",66,104,32,72,2,3
"61433425",117,104,32,72,1,2
"61433426",67,104,32,72,3,2
"61433427",45,104,32,72,11,13
"61433429",129,104,32,72,2,1
"61433430",54,104,31,73,2,1
"61433433",52,104,32,72,2,2
"61433436",35,104,31,73,6,1
"61433437",137,104,32,72,3,1
"61433438",14,104,29,75,17,12
"61433439",42,104,31,73,3,2
"61433440",22,104,31,73,6,7
"61433441",85,104,32,72,0,1
"61433446",57,104,32,72,2,2
"61433447",73,104,32,72,0,1
"61433450",33,104,31,73,1,3
"61433453",219,104,32,72,0,0
"61433456",15,104,31,73,11,11
"61433460",24,104,31,73,10,8
"61433461",113,104,32,72,0,0
"61433466",74,104,32,72,0,4
"61433469",158,104,32,72,0,0
"61433470",72,104,32,72,0,0
"61433473",27,104,32,72,8,4
"61433474",49,104,32,72,1,4
"61433475",40,104,32,72,6,2
"61433477",104,104,32,72,0,2
"61433482",64,104,32,72,2,2
"61433490",27,104,31,73,5,13
"61433491",30,104,31,73,4,8
"61433492",30,104,26,78,15,15
"61433495",119,104,32,72,2,0
"61433498",128,104,32,72,6,4
"61433502",22,104,32,72,16,11
"61433504",33,104,32,72,0,1
"61433505",80,104,31,73,0,3
"61433509",55,104,32,72,2,1
"61433510",17,104,30,74,20,17
"61433520",48,104,31,73,3,4
"61433522",22,104,32,72,12,9
"61433530",42,104,32,72,6,6
"61433532",131,104,32,72,0,0
"61433533",52,104,31,73,0,0
"61433534",16,104,31,73,9,7
"61433536",130,104,32,72,1,4
"61433537",13,104,31,73,6,9
"61433551",102,104,32,72,0,0
"61433566",14,104,31,73,12,14
"61433575",75,104,32,72,0,4
"61433576",38,104,31,73,3,2
"61433588",24,104,31,73,4,4
"61433599",31,104,32,72,2,5
"61433600",26,104,31,73,14,9
"61433967",39,104,32,72,5,3
"61433968",20,104,31,73,8,10
"61433973",105,104,32,72,0,0
"61433989",69,104,32,72,2,3
"61433990",166,104,32,72,0,0
"61433993",54,104,31,73,0,2
"61433995",78,104,32,72,8,6
"61434006",17,104,32,72,5,8
"61434011",29,104,32,72,3,4
"61434021",20,104,32,72,5,8
"61434027",32,104,32,72,6,7
"61437636",61,104,32,72,1,0
"61437641",77,104,32,72,0,1
"61437644",23,104,31,73,16,19
"61437645",165,104,32,72,0,0
"61437646",205,104,32,72,0,0
"61437650",167,104,32,72,0,0
"61437652",48,104,32,72,8,7
"61437654",121,104,32,72,3,2
"61437655",239,104,32,72,0,0
"61437656",144,104,32,72,2,2
"61437658",89,104,32,72,5,6
"61437659",142,104,32,72,0,1
"61437660",150,104,32,72,0,0
"61437664",77,104,32,72,0,6
"61437666",43,104,31,73,7,7
"61437668",268,104,32,72,0,1
"61437670",58,104,32,72,5,3
"61437672",177,104,32,72,1,1
"61437673",45,104,32,72,5,7
"61437684",77,104,32,72,0,1
"61437690",38,104,32,72,1,4
"61437691",18,104,30,74,6,11
"61437693",16,104,31,73,9,6
"61437694",36,104,31,73,7,9
"61437695",45,104,32,72,3,4
"61437696",22,104,32,72,7,14
"61437698",60,104,32,72,3,3
"61437699",165,104,32,72,0,4
"61437700",13,104,31,73,17,18
"61437701",35,104,32,72,7,4
"61437702",47,104,31,73,2,6
"61437704",53,104,31,73,7,3
"61437716",89,104,32,72,0,1
"61437722",47,104,32,72,4,4
"61437725",14,104,28,76,9,16
"61437729",28,104,31,73,4,6
"61437730",41,104,31,73,12,8
"61437732",89,104,32,72,0,7
"61437740",31,104,32,72,8,13
"61437742",44,104,32,72,5,2
"61437752",18,104,31,73,10,10
"61437757",95,104,32,72,0,1
"61438209",34,104,31,73,7,9
"61438210",14,104,31,73,18,15
"61438211",17,104,31,73,8,14
"61438213",25,104,31,73,3,3
"61438217",26,104,32,72,11,20
"61438223",14,104,31,73,11,14
"61438226",58,104,32,72,2,2
"61438230",26,104,31,73,6,9
"61438233",108,104,32,72,0,1
"61438235",64,104,32,72,2,2
"61438237",20,104,31,73,7,10
"61438242",19,104,32,72,12,12
"61438243",36,104,32,72,4,8
"61438244",122,104,32,72,0,0
"61438246",26,104,31,73,7,9
"61438271",48,104,31,73,7,5
"61438273",56,104,32,72,7,8
"61438276",24,104,32,72,9,7
"61438279",68,104,31,73,2,3
"61438298",92,104,32,72,0,5
"61438304",46,104,31,73,3,7
"61438305",65,104,32,72,1,1
"61439252",143,104,32,72,1,8
"61439256",88,104,32,72,2,3
"61439260",14,104,29,75,5,9
"61439262",40,104,31,73,1,6
"61439264",133,104,32,72,0,1
"61439269",39,104,32,72,6,7
"61439270",55,104,32,72,8,8
"61439273",24,104,31,73,18,13
"61439275",48,104,32,72,9,2
"61439277",119,104,32,72,0,6
"61439278",80,104,32,72,2,2
"61439279",70,104,32,72,5,6
"61439280",75,104,32,72,2,2
"61439282",117,104,32,72,1,0
"61439286",66,104,32,72,2,8
"61439287",107,104,32,72,3,0
"61439289",52,104,32,72,4,1
"61439293",19,104,30,74,15,5
"61439294",15,104,30,74,15,14
"61439296",248,104,32,72,0,1
"61439298",36,104,32,72,4,4
"61439302",53,104,31,73,4,2
"61439303",40,104,32,72,3,4
"61439309",39,104,32,72,10,4
"61439314",23,104,32,72,8,12
"61439327",45,104,32,72,3,7
"61439331",58,104,32,72,1,3
"61439338",32,104,30,74,9,8
"61439339",21,104,32,72,9,9
"61439344",186,104,32,72,0,0
"61439351",80,104,32,72,3,3
"61439356",17,104,31,73,10,9
"61439360",257,104,32,72,0,0
"61439374",23,104,32,72,7,9
"61439375",64,104,32,72,0,1
"61441505",180,104,32,72,0,0
"61441514",142,104,32,72,1,1
"61441519",189,104,32,72,0,0
"61441522",98,104,32,72,10,4
"61441523",35,104,32,72,10,2
"61441524",73,104,32,72,2,1
"61441527",65,104,32,72,3,10
"61441529",205,104,32,72,0,0
"61441531",266,104,32,72,0,1
"61441534",103,104,32,72,2,5
"61441536",14,104,32,72,19,19
"61441538",14,104,31,73,17,8
"61441539",15,104,27,77,15,4
"61441541",27,104,30,74,4,1
"61441543",83,104,32,72,0,1
"61441545",24,104,29,75,16,15
"61441547",67,104,32,72,2,4
"61441548",27,104,31,73,9,5
"61441552",52,104,32,72,3,3
"61441553",33,104,31,73,5,10
"61441555",13,104,30,74,9,13
"61441558",52,104,32,72,4,7
"61441559",56,104,32,72,2,4
"61441562",69,104,32,72,4,5
"61441563",20,104,30,74,11,6
"61441564",21,104,31,73,9,14
"61441566",142,104,32,72,1,2
"61441568",12,104,30,74,20,22
"61441572",56,104,32,72,5,9
"61441573",45,104,32,72,4,3
"61441577",40,104,32,72,6,8
"61441579",113,104,32,72,1,0
"61441580",18,104,30,74,9,23
"61441581",46,104,31,73,3,5
"61441582",41,104,31,73,2,3
"61441583",173,104,32,72,0,3
"61441584",151,104,32,72,0,2
"61441587",145,104,32,72,0,1
"61441596",77,104,32,72,0,1
"61441597",54,104,32,72,2,5
"61441601",66,104,32,72,1,0
"61441606",174,104,32,72,0,0
"61441610",15,104,32,72,15,10
"61441611",379,104,32,72,0,0
"61441613",155,104,31,73,0,0
"61441615",34,104,31,73,10,5
"61441616",152,104,32,72,2,0
"61441622",41,104,32,72,11,10
"61441623",52,104,32,72,2,1
"61441998",113,104,32,72,0,0
"61442002",168,104,32,72,0,1
"61442008",124,104,32,72,0,0
"61442009",313,104,32,72,0,0
"61442010",227,104,32,72,0,0
"61442012",85,104,32,72,2,1
"61442015",114,104,32,72,0,0
"61442016",89,104,32,72,1,0
"61442017",187,104,32,72,0,0
"61442018",41,104,31,73,6,6
"61442019",25,104,31,73,14,7
"61442022",69,104,32,72,0,1
"61442023",13,104,30,74,14,13
"61442024",113,104,32,72,1,0
"61442025",72,104,32,72,6,4
"61442026",185,104,32,72,0,0
"61442027",55,104,32,72,2,1
"61442032",190,104,32,72,0,0
"61442040",68,104,32,72,1,3
"61442041",64,104,32,72,2,0
"61442042",46,104,32,72,4,3
"61442043",100,104,32,72,0,2
"61442044",80,104,32,72,0,0
"61442046",61,104,32,72,1,3
"61442056",25,104,30,74,9,3
"61442057",16,104,32,72,10,12
"61442060",39,104,31,73,6,3
"61442062",82,104,32,72,2,4
"61442063",16,104,30,74,13,14
"61442064",16,104,30,74,21,10
"61442065",20,104,31,73,16,14
"61442066",17,104,31,73,8,9
"61442069",159,104,32,72,0,0
"61442073",12,104,31,73,13,13
"61442075",85,104,31,73,3,2
"61442083",18,104,31,73,4,5
"61442084",120,104,32,72,0,0
"61442085",63,104,32,72,1,3
"61442086",111,104,32,72,1,0
"61442091",126,104,32,72,0,1
"61442093",32,104,32,72,7,6
"61442099",15,104,29,75,12,7
"61442101",14,104,30,74,9,9
"61442103",55,104,32,72,4,5
"61442105",32,104,32,72,1,2
"61442106",24,104,32,72,9,13
"61442109",26,104,31,73,9,8
"61442115",170,104,32,72,0,0
"61442122",103,104,32,72,1,2
"61442124",67,104,31,73,4,6
"61442147",21,104,32,72,12,5
"61442153",107,104,32,72,1,3
"61442157",81,104,32,72,4,0
"61442159",24,104,30,74,6,9
"61442161",18,104,32,72,8,9
"61442163",28,104,30,74,4,5
"61442164",41,104,32,72,10,6
"61442166",34,104,32,72,3,7
"61442167",102,104,32,72,0,3
"61442170",35,104,30,74,6,3
"61442289",168,104,32,72,0,0
"61442290",49,104,32,72,8,15
"61442298",80,104,32,72,0,1
"61442299",340,104,32,72,0,0
"61442301",66,104,31,73,1,4
"61442302",31,104,32,72,4,8
"61442303",129,104,32,72,1,1
"61442304",345,104,32,72,0,0
"61442305",118,104,32,72,1,1
"61442309",244,104,32,72,1,0
"61442310",36,104,32,72,5,13
"61442311",187,104,32,72,0,1
"61442312",35,104,32,72,5,4
"61442313",34,104,30,74,5,3
"61442314",53,104,32,72,2,4
"61442319",75,104,32,72,5,0
"61442321",46,104,31,73,5,7
"61442323",137,104,32,72,0,1
"61442325",49,104,32,72,5,8
"61442326",175,104,32,72,0,0
"61442328",42,104,32,72,4,3
"61442329",23,104,32,72,6,7
"61442330",19,104,28,76,5,10
"61442333",228,104,32,72,0,0
"61442334",23,104,30,74,5,8
"61442338",91,104,32,72,1,3
"61442341",82,104,32,72,0,1
"61442343",139,104,32,72,1,2
"61442344",45,104,32,72,6,7
"61442348",41,104,32,72,5,3
"61442352",21,104,30,74,5,4
"61442354",15,104,32,72,14,12
"61442357",24,104,30,74,13,14
"61442365",57,104,32,72,2,5
"61442366",17,104,30,74,12,13
"61442369",40,104,32,72,3,4
"61442374",13,104,31,73,10,17
"61442379",50,104,32,72,0,3
"61442381",87,104,32,72,0,2
"61442385",29,104,32,72,10,5
"61442389",123,104,32,72,2,3
"61442392",51,104,32,72,4,2
"61442394",27,104,31,73,10,4
"61442409",42,104,32,72,5,7
"61442410",18,104,31,73,11,9
"61442416",26,104,31,73,8,4
"61442418",139,104,32,72,0,0
"61442420",134,104,32,72,2,0
"61442430",99,104,32,72,1,1
"61442434",29,104,32,72,13,16
"61442437",12,104,31,73,11,12
"61442439",112,104,32,72,0,2
"61442458",144,104,32,72,1,0
"61442463",15,104,30,74,11,17
"61442529",143,104,32,72,0,1
"61442530",94,104,32,72,0,0
"61442531",28,104,32,72,7,7
"61442532",26,104,32,72,5,6
"61442537",87,104,32,72,0,1
"61442540",78,104,32,72,0,4
"61442541",154,104,32,72,0,2
"61442545",139,104,32,72,0,0
"61442546",100,104,32,72,1,3
"61442548",128,104,32,72,1,0
"61442549",34,104,32,72,9,13
"61442553",131,104,32,72,2,0
"61442554",130,104,32,72,0,0
"61442555",66,104,32,72,0,3
"61442557",27,104,32,72,7,7
"61442559",48,104,32,72,8,2
"61442567",20,104,31,73,10,16
"61442568",18,104,32,72,9,12
"61442572",66,104,32,72,1,2
"61442574",75,104,32,72,7,1
"61442577",77,104,32,72,5,3
"61442579",23,104,32,72,8,9
"61442580",45,104,32,72,4,5
"61442581",18,104,30,74,10,13
"61442585",61,104,32,72,0,0
"61442586",39,104,32,72,2,5
"61442588",87,104,32,72,1,3
"61442595",54,104,32,72,1,0
"61442596",58,104,32,72,0,3
"61442597",65,104,32,72,0,0
"61442602",56,104,32,72,1,1
"61442619",42,104,31,73,4,8
"61442622",17,104,31,73,10,7
"61442627",50,104,32,72,5,2
"61442636",49,104,31,73,3,3
"61442643",39,104,32,72,4,4
"61442647",15,104,31,73,8,11
"61442648",26,104,32,72,5,9
"61442651",21,104,31,73,10,7
"61442652",37,104,30,74,1,1
"61442663",27,104,31,73,4,6
"61443197",61,104,31,73,2,2
"61445819",42,104,31,73,3,4
"61448039",73,104,32,72,1,7
"61448044",84,104,32,72,0,1
"61448045",80,104,31,73,2,5
"61448046",471,104,32,72,0,0
"61448047",81,104,32,72,11,10
"61448048",68,104,32,72,3,6
"61448050",31,104,31,73,10,6
"61448053",64,104,32,72,0,3
"61448054",46,104,32,72,4,5
"61448055",47,104,31,73,4,5
"61448056",35,104,31,73,4,6
"61448057",83,104,32,72,7,4
"61448058",18,104,31,73,14,10
"61448064",66,104,32,72,4,7
"61448067",14,104,32,72,6,14
"61448069",62,104,32,72,0,2
"61448074",19,104,32,72,6,12
"61448076",19,104,31,73,10,11
"61448077",38,104,31,73,4,4
"61448078",39,104,32,72,3,6
"61448080",15,104,30,74,10,15
"61448082",13,104,27,77,12,7
"61448083",94,104,32,72,1,1
"61448086",80,104,32,72,2,6
"61448087",44,104,32,72,6,8
"61448092",22,104,30,74,4,7
"61448093",122,104,32,72,1,0
"61448097",127,104,31,73,0,0
"61448101",18,104,30,74,7,7
"61448102",105,104,32,72,0,1
"61448103",55,104,32,72,2,5
"61448104",41,104,32,72,8,14
"61448105",66,104,32,72,2,5
"61448106",71,104,32,72,2,4
"61448108",14,104,31,73,15,8
"61448109",124,104,32,72,2,4
"61448112",33,104,32,72,3,10
"61448114",58,104,32,72,4,5
"61448116",220,104,32,72,0,0
"61448121",28,104,31,73,4,11
"61448126",12,104,29,75,12,12
"61448128",45,104,32,72,4,1
"61448130",15,104,31,73,8,14
"61448131",17,104,31,73,6,11
"61448135",52,104,32,72,5,4
"61448138",71,104,32,72,1,1
"61448143",45,104,32,72,4,4
"61448147",64,104,32,72,6,9
"61448149",18,104,31,73,7,12
"61448150",112,104,32,72,1,0
"61448151",121,104,32,72,1,1
"61448158",20,104,31,73,5,7
"61448159",50,104,31,73,5,2
"61448161",67,104,32,72,1,5
"61448176",25,104,30,74,6,5
"61448178",24,104,31,73,7,8
"61448180",119,104,32,72,0,1
"61448599",102,104,32,72,3,4
"61448601",30,104,32,72,4,12
"61448606",70,104,32,72,3,6
"61448607",61,104,31,73,4,0
"61448608",52,104,32,72,3,4
"61448611",60,104,31,73,3,4
"61448612",22,104,32,72,6,4
"61448619",103,104,31,73,1,0
"61448621",125,104,32,72,0,1
"61448623",58,104,32,72,1,3
"61448625",52,104,32,72,4,2
"61448626",44,104,32,72,6,4
"61448630",28,104,32,72,7,14
"61448631",75,104,32,72,2,3
"61448632",76,104,32,72,3,1
"61449054",17,104,31,73,22,15
"61449070",213,104,32,72,0,0
"61449071",148,104,32,72,0,0
"61449072",189,104,32,72,0,0
"61449074",62,104,32,72,3,3
"61449075",51,104,32,72,5,6
"61449076",100,104,32,72,0,0
"61449078",190,104,32,72,0,0
"61449079",120,104,32,72,0,4
"61449081",19,104,32,72,15,4
"61449085",15,104,31,73,7,10
"61449089",29,104,32,72,7,10
"61449090",22,104,30,74,11,4
"61449091",29,104,31,73,4,12
"61449092",34,104,32,72,1,3
"61449094",206,104,32,72,0,0
"61449095",97,104,32,72,1,3
"61449097",32,104,32,72,8,5
"61449098",23,104,32,72,6,12
"61449100",80,104,32,72,4,1
"61449101",112,104,32,72,0,0
"61449102",185,104,32,72,0,0
"61449104",21,104,31,73,8,9
"61449107",52,104,32,72,4,7
"61449109",18,104,32,72,16,16
"61449113",29,104,32,72,4,10
"61449114",40,104,32,72,2,4
"61449119",43,104,32,72,4,9
"61449122",57,104,32,72,2,3
"61449123",60,104,31,73,3,4
"61449124",21,104,32,72,10,11
"61449128",19,104,31,73,9,11
"61449135",73,104,31,73,4,5
"61449143",21,104,32,72,8,6
"61449145",71,104,32,72,7,7
"61449147",26,104,30,74,5,8
"61449148",90,104,32,72,1,0
"61449151",19,104,30,74,11,12
"61449152",47,104,32,72,4,2
"61449153",46,104,31,73,2,4
"61449157",15,104,32,72,14,11
"61449161",78,104,31,73,1,3
"61449163",201,104,32,72,0,0
"61449169",67,104,31,73,2,1
"61449170",93,104,32,72,1,2
"61449171",48,104,32,72,1,4
"61449172",104,104,32,72,0,1
"61449175",94,104,32,72,2,2
"61449193",99,104,32,72,4,0
"61449202",42,104,32,72,5,8
"61449223",20,104,30,74,8,5
"61449531",33,104,31,73,13,9
"61449532",98,104,31,73,6,4
"61449533",67,104,32,72,2,0
"61449536",104,104,32,72,1,0
"61449537",24,104,31,73,3,6
"61449540",53,104,32,72,5,7
"61449541",131,104,32,72,0,2
"61449542",71,104,32,72,0,0
"61449545",29,104,32,72,9,7
"61449550",28,104,31,73,13,11
"61449551",55,104,32,72,4,7
"61449555",27,104,32,72,5,8
"61449557",115,104,32,72,0,0
"61449559",39,104,32,72,3,7
"61449561",230,104,32,72,0,0
"61449563",80,104,31,73,2,2
"61449565",46,104,32,72,2,4
"61449568",43,104,32,72,6,6
"61449569",19,104,31,73,8,11
"61449572",119,104,32,72,0,1
"61449574",44,104,32,72,1,4
"61449576",31,104,32,72,5,9
"61449578",31,104,32,72,4,5
"61449583",74,104,32,72,0,3
"61449585",53,104,32,72,5,6
"61449587",220,104,32,72,0,0
"61449588",77,104,32,72,4,4
"61449590",109,104,32,72,0,0
"61449591",36,104,32,72,2,8
"61449592",40,104,31,73,2,5
"61449594",87,104,32,72,1,3
"61449599",32,104,32,72,11,14
"61449600",172,104,32,72,0,1
"61449605",25,104,31,73,7,7
"61449607",28,104,32,72,5,4
"61449609",78,104,32,72,5,7
"61449610",64,104,32,72,0,3
"61449621",77,104,32,72,0,6
"61449623",55,104,32,72,0,1
"61449624",59,104,32,72,3,2
"61449626",64,104,32,72,1,0
"61449627",92,104,31,73,2,0
